Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount,Sales,Cost,Profit,Profit_Margin,Order_Month,Month_Name,Quarter
O000441,2025-11-24,C0207,P0089,S010,5,0.0,162593.25,131806.15,30787.1,0.18935041891345428,11,November,2025Q4
O001265,2025-11-24,C0092,P0047,S011,5,0.0,3264.95,2697.95,567.0,0.17366269008713764,11,November,2025Q4
O001274,2025-11-24,C0998,P0048,S023,4,0.2,29295.42,31393.64,-2098.22,-0.07162279974139302,11,November,2025Q4
O001346,2025-11-24,C0152,P0114,S009,3,0.05,115479.63,87051.99,28427.64,0.24617016871287167,11,November,2025Q4
O002581,2025-11-24,C0621,P0097,S002,2,0.1,19243.53,16457.44,2786.09,0.1447806093788406,11,November,2025Q4
O003179,2025-11-24,C0047,P0114,S020,7,0.2,226907.35,203121.31,23786.04,0.10482710233934688,11,November,2025Q4
O003180,2025-11-24,C0290,P0107,S020,7,0.1,141574.17,123823.21,17750.96,0.12538275873346102,11,November,2025Q4
O003762,2025-11-24,C0528,P0104,S013,1,0.05,7448.92,6133.47,1315.45,0.176596070302809,11,November,2025Q4
O003799,2025-11-24,C0147,P0082,S015,8,0.0,111500.96,77828.24,33672.72,0.3019948886538735,11,November,2025Q4
O004092,2025-11-24,C0047,P0098,S022,8,0.0,161723.6,106905.2,54818.4,0.33896351552896425,11,November,2025Q4
O004295,2025-11-24,C0616,P0089,S001,2,0.05,61785.44,52722.46,9062.98,0.14668472054257442,11,November,2025Q4
O004311,2025-11-24,C0920,P0111,S003,8,0.0,210409.04,156938.4,53470.64,0.25412710404457906,11,November,2025Q4
O004455,2025-11-24,C0158,P0097,S014,7,0.0,74835.95,57601.04,17234.91,0.23030254844095652,11,November,2025Q4
O004562,2025-11-24,C0655,P0029,S019,5,0.2,1335.16,1101.85,233.31,0.17474310195032805,11,November,2025Q4
O004628,2025-11-24,C0997,P0039,S025,5,0.05,130706.7,110365.25,20341.45,0.15562668172327815,11,November,2025Q4
O004744,2025-11-24,C0243,P0079,S020,2,0.1,77061.15,58341.02,18720.13,0.24292565060344937,11,November,2025Q4
O000390,2025-11-23,C0956,P0095,S009,3,0.0,113093.4,75950.49,37142.91,0.3284268578007205,11,November,2025Q4
O000529,2025-11-23,C0172,P0027,S019,6,0.0,75140.16,56458.68,18681.48,0.24862177562571067,11,November,2025Q4
O000544,2025-11-23,C0125,P0091,S004,2,0.15,10539.18,8973.62,1565.56,0.1485466611254386,11,November,2025Q4
O000762,2025-11-23,C0546,P0104,S020,7,0.15,46653.77,42934.29,3719.48,0.07972517547885198,11,November,2025Q4
O001650,2025-11-23,C0588,P0072,S007,4,0.05,112148.15,80442.44,31705.71,0.28271273311240536,11,November,2025Q4
O001942,2025-11-23,C0832,P0113,S004,7,0.15,56460.92,48078.45,8382.47,0.14846499136039581,11,November,2025Q4
O002144,2025-11-23,C0121,P0067,S010,2,0.2,33196.61,29550.18,3646.43,0.10984344485777311,11,November,2025Q4
O002253,2025-11-23,C0118,P0015,S006,8,0.0,239601.76,188008.72,51593.04,0.2153283014281698,11,November,2025Q4
O002921,2025-11-23,C0287,P0035,S001,8,0.1,299388.82,227768.56,71620.26,0.23922155810627796,11,November,2025Q4
O003703,2025-11-23,C0538,P0062,S008,6,0.15,82375.91,71450.94,10924.97,0.1326233603974754,11,November,2025Q4
O004026,2025-11-23,C0444,P0108,S009,6,0.0,191349.54,135114.24,56235.3,0.2938878243449135,11,November,2025Q4
O004950,2025-11-23,C0088,P0090,S007,7,0.0,145910.03,128429.49,17480.54,0.11980355291545071,11,November,2025Q4
O005811,2025-11-23,C0568,P0015,S022,5,0.1,134775.99,117505.45,17270.54,0.1281425571424109,11,November,2025Q4
O000269,2025-11-22,C0899,P0073,S014,5,0.05,38002.38,34899.4,3102.98,0.08165225441143424,11,November,2025Q4
O000753,2025-11-22,C0868,P0101,S003,4,0.05,68519.28,61210.0,7309.28,0.10667479284662652,11,November,2025Q4
O001172,2025-11-22,C0587,P0100,S012,3,0.05,52682.14,46665.12,6017.02,0.11421365950585911,11,November,2025Q4
O001774,2025-11-22,C0897,P0012,S017,4,0.0,10007.68,8068.72,1938.96,0.19374720214874977,11,November,2025Q4
O001835,2025-11-22,C0573,P0114,S008,6,0.2,194492.02,174103.98,20388.04,0.10482712864003367,11,November,2025Q4
O001873,2025-11-22,C0765,P0108,S001,5,0.05,151485.05,112595.2,38889.85,0.2567240133597342,11,November,2025Q4
O002278,2025-11-22,C0466,P0062,S005,8,0.15,109834.55,95267.92,14566.63,0.1326233867212093,11,November,2025Q4
O002511,2025-11-22,C0162,P0031,S020,5,0.1,5267.34,4265.0,1002.34,0.19029339287002547,11,November,2025Q4
O002608,2025-11-22,C0274,P0019,S005,4,0.0,128567.36,97191.56,31375.8,0.2440417225647318,11,November,2025Q4
O003263,2025-11-22,C0200,P0005,S013,4,0.05,152462.84,108685.28,43777.56,0.2871359342381396,11,November,2025Q4
O003485,2025-11-22,C0344,P0026,S012,4,0.1,24390.9,17738.6,6652.3,0.2727369633756852,11,November,2025Q4
O003739,2025-11-22,C0921,P0120,S018,2,0.2,19605.07,19778.16,-173.09,-0.008828838662652059,11,November,2025Q4
O003750,2025-11-22,C0010,P0098,S015,5,0.0,101077.25,66815.75,34261.5,0.33896351552896425,11,November,2025Q4
O004257,2025-11-22,C0421,P0095,S004,5,0.0,188489.0,126584.15,61904.85,0.32842685780072045,11,November,2025Q4
O005092,2025-11-22,C0296,P0004,S023,6,0.1,45989.53,36557.76,9431.77,0.20508515742604894,11,November,2025Q4
O005115,2025-11-22,C0808,P0119,S012,1,0.0,3926.02,3421.52,504.5,0.1285016377909435,11,November,2025Q4
O005483,2025-11-22,C0206,P0011,S016,6,0.05,66500.76,53964.78,12535.98,0.18850882305705982,11,November,2025Q4
O005572,2025-11-22,C0318,P0079,S008,7,0.1,269714.03,204193.57,65520.46,0.24292566463820955,11,November,2025Q4
O005645,2025-11-22,C0685,P0108,S008,2,0.2,51026.54,45038.08,5988.46,0.11735971124046428,11,November,2025Q4
O005760,2025-11-22,C0057,P0056,S010,8,0.1,313534.3,226133.28,87401.02,0.278760633206638,11,November,2025Q4
O005896,2025-11-22,C0598,P0105,S017,5,0.15,77549.2,60144.4,17404.8,0.2244355841195009,11,November,2025Q4
O000007,2025-11-21,C0598,P0075,S020,2,0.1,63128.92,52946.58,10182.34,0.16129437981831465,11,November,2025Q4
O000098,2025-11-21,C0722,P0091,S021,6,0.15,31617.55,26920.86,4696.69,0.14854693042313524,11,November,2025Q4
O000219,2025-11-21,C0808,P0029,S022,4,0.05,1268.4,881.48,386.92,0.3050457269000315,11,November,2025Q4
O000514,2025-11-21,C0553,P0103,S019,5,0.15,42710.33,38174.05,4536.28,0.10621037112099109,11,November,2025Q4
O000622,2025-11-21,C0002,P0111,S021,2,0.1,47342.03,39234.6,8107.43,0.17125226780516173,11,November,2025Q4
O001194,2025-11-21,C0369,P0112,S002,6,0.2,183666.34,164178.96,19487.38,0.10610207618881065,11,November,2025Q4
O001279,2025-11-21,C0082,P0010,S024,4,0.0,6834.48,4930.2,1904.28,0.2786283667521158,11,November,2025Q4
O001319,2025-11-21,C0237,P0029,S011,7,0.1,2102.88,1542.59,560.29,0.2664393593547896,11,November,2025Q4
O001850,2025-11-21,C0854,P0036,S023,3,0.1,37124.06,28965.15,8158.91,0.2197741841813638,11,November,2025Q4
O003081,2025-11-21,C0155,P0094,S005,2,0.0,30009.84,20536.82,9473.02,0.3156637956083738,11,November,2025Q4
O003382,2025-11-21,C0912,P0080,S011,1,0.1,17820.98,12816.57,5004.41,0.2808156453797715,11,November,2025Q4
O003880,2025-11-21,C0914,P0027,S011,5,0.1,56355.12,47048.9,9306.22,0.16513530625078962,11,November,2025Q4
O003885,2025-11-21,C0266,P0087,S009,8,0.0,277982.4,182397.2,95585.2,0.3438534238138817,11,November,2025Q4
O004304,2025-11-21,C0386,P0083,S009,4,0.2,48599.84,47061.4,1538.44,0.03165524824773086,11,November,2025Q4
O004435,2025-11-21,C0440,P0035,S001,2,0.0,83163.56,56942.14,26221.42,0.31529939314767186,11,November,2025Q4
O004735,2025-11-21,C0902,P0099,S019,6,0.2,94291.92,87821.52,6470.4,0.06862093804007809,11,November,2025Q4
O005292,2025-11-21,C0980,P0023,S008,8,0.1,312516.58,224553.12,87963.46,0.28146813842644763,11,November,2025Q4
O005542,2025-11-21,C0500,P0040,S004,7,0.15,2145.33,1775.06,370.27,0.17259349377485048,11,November,2025Q4
O005715,2025-11-21,C0472,P0001,S004,6,0.0,36223.32,24571.86,11651.46,0.3216563252622896,11,November,2025Q4
O005775,2025-11-21,C0584,P0069,S012,4,0.2,20998.08,23040.68,-2042.6,-0.09727556043219188,11,November,2025Q4
O000150,2025-11-20,C0032,P0105,S019,7,0.15,108568.88,84202.16,24366.72,0.2244355841195009,11,November,2025Q4
O000253,2025-11-20,C0980,P0019,S006,6,0.1,173565.94,145787.34,27778.6,0.16004637776282604,11,November,2025Q4
O000254,2025-11-20,C0628,P0074,S013,2,0.0,34230.02,25350.48,8879.54,0.2594079699632078,11,November,2025Q4
O000346,2025-11-20,C0392,P0007,S010,1,0.05,17826.05,13108.06,4717.99,0.26466828040984963,11,November,2025Q4
O001292,2025-11-20,C0583,P0051,S007,5,0.2,17094.84,16112.85,981.99,0.05744364966270524,11,November,2025Q4
O001861,2025-11-20,C0466,P0063,S006,8,0.2,13095.3,14593.92,-1498.62,-0.11443953174039541,11,November,2025Q4
O002027,2025-11-20,C0181,P0043,S017,8,0.15,152558.88,154091.76,-1532.88,-0.010047792694859847,11,November,2025Q4
O002474,2025-11-20,C0945,P0013,S015,7,0.2,51622.03,43006.88,8615.15,0.16688902005597223,11,November,2025Q4
O002692,2025-11-20,C0360,P0004,S011,7,0.1,53654.45,42650.72,11003.73,0.2050851327336316,11,November,2025Q4
O003231,2025-11-20,C0343,P0078,S020,6,0.0,32824.2,22706.4,10117.8,0.30824208967773775,11,November,2025Q4
O003317,2025-11-20,C0535,P0074,S018,3,0.1,46210.53,38025.72,8184.81,0.1771200200473788,11,November,2025Q4
O003780,2025-11-20,C0769,P0027,S014,6,0.2,60112.13,56458.68,3653.45,0.06077725078116513,11,November,2025Q4
O004645,2025-11-20,C0587,P0046,S018,5,0.2,115643.52,100833.65,14809.87,0.12806484963446288,11,November,2025Q4
O005256,2025-11-20,C0158,P0019,S011,6,0.0,192851.04,145787.34,47063.7,0.2440417225647318,11,November,2025Q4
O005640,2025-11-20,C0569,P0076,S011,4,0.0,154718.96,108411.04,46307.92,0.29930345964062843,11,November,2025Q4
O000172,2025-11-19,C0525,P0006,S019,3,0.0,5822.67,4417.05,1405.62,0.24140471639299493,11,November,2025Q4
O000404,2025-11-19,C0986,P0007,S007,5,0.1,84439.17,65540.3,18898.87,0.22381638758410344,11,November,2025Q4
O000565,2025-11-19,C0706,P0046,S016,2,0.2,46257.41,40333.46,5923.95,0.12806488733372662,11,November,2025Q4
O000904,2025-11-19,C0681,P0032,S005,7,0.0,265199.76,177975.91,87223.85,0.32889867622806296,11,November,2025Q4
O000950,2025-11-19,C0816,P0099,S023,5,0.15,83487.64,73184.6,10303.04,0.1234079679339361,11,November,2025Q4
O001051,2025-11-19,C0815,P0036,S005,8,0.0,109997.2,77240.4,32756.8,0.29779667118799386,11,November,2025Q4
O001746,2025-11-19,C0461,P0095,S014,5,0.1,169640.1,126584.15,43055.95,0.2538076197785783,11,November,2025Q4
O002867,2025-11-19,C0022,P0100,S011,4,0.1,66545.86,62220.16,4325.7,0.06500329246627815,11,November,2025Q4
O003738,2025-11-19,C0741,P0048,S019,3,0.0,27464.46,23545.23,3919.23,0.14270187726246938,11,November,2025Q4
O003759,2025-11-19,C0352,P0027,S013,2,0.1,22542.05,18819.56,3722.49,0.16513538032255273,11,November,2025Q4
O004309,2025-11-19,C0306,P0006,S015,1,0.0,1940.89,1472.35,468.54,0.24140471639299496,11,November,2025Q4
O004390,2025-11-19,C0035,P0118,S023,6,0.0,161605.02,116944.8,44660.22,0.27635416276053804,11,November,2025Q4
O004501,2025-11-19,C0295,P0011,S024,1,0.2,9333.44,8994.13,339.31,0.03635422738025851,11,November,2025Q4
O005964,2025-11-19,C0440,P0099,S023,7,0.15,116882.69,102458.44,14424.25,0.12340792293538076,11,November,2025Q4
O000679,2025-11-18,C0703,P0061,S023,2,0.05,47148.8,39771.64,7377.16,0.1564654879869689,11,November,2025Q4
O000839,2025-11-18,C0979,P0035,S020,1,0.05,39502.69,28471.07,11031.62,0.27926250085753657,11,November,2025Q4
O001102,2025-11-18,C0551,P0038,S022,2,0.2,47124.14,40065.68,7058.46,0.14978437802790673,11,November,2025Q4
O001620,2025-11-18,C0319,P0093,S001,8,0.15,231151.52,179386.72,51764.8,0.22394315209348398,11,November,2025Q4
O001771,2025-11-18,C0009,P0032,S005,7,0.0,265199.76,177975.91,87223.85,0.32889867622806296,11,November,2025Q4
O002779,2025-11-18,C0775,P0113,S025,5,0.2,37956.92,34341.75,3615.17,0.09524402928372482,11,November,2025Q4
O002946,2025-11-18,C0199,P0034,S017,7,0.0,90132.7,71606.64,18526.06,0.20554205077624438,11,November,2025Q4
O003752,2025-11-18,C0487,P0019,S025,7,0.1,202493.59,170085.23,32408.36,0.16004635010915655,11,November,2025Q4
O004052,2025-11-18,C0124,P0010,S007,8,0.05,12985.51,9860.4,3125.11,0.24066132173476437,11,November,2025Q4
O004837,2025-11-18,C0132,P0071,S002,3,0.0,20030.43,14111.07,5919.36,0.29551836880186794,11,November,2025Q4
O005577,2025-11-18,C0448,P0108,S012,3,0.1,86107.29,67557.12,18550.17,0.21543088860420528,11,November,2025Q4
O005953,2025-11-18,C0447,P0078,S008,7,0.15,32550.66,26490.8,6059.86,0.1861670393165607,11,November,2025Q4
O000149,2025-11-17,C0079,P0094,S003,1,0.15,12754.18,10268.41,2485.77,0.19489845681964657,11,November,2025Q4
O000326,2025-11-17,C0971,P0023,S018,7,0.2,243068.45,196483.98,46584.47,0.1916516520346429,11,November,2025Q4
O000418,2025-11-17,C0186,P0016,S005,4,0.0,56995.12,41808.88,15186.24,0.2664480748527242,11,November,2025Q4
O000763,2025-11-17,C0062,P0067,S007,6,0.1,112038.55,88650.54,23388.01,0.2087496669673072,11,November,2025Q4
O001008,2025-11-17,C0641,P0013,S001,8,0.1,66371.18,49150.72,17220.46,0.25945689077699086,11,November,2025Q4
O001860,2025-11-17,C0059,P0074,S001,8,0.15,116382.07,101401.92,14980.15,0.12871527375307895,11,November,2025Q4
O002506,2025-11-17,C0772,P0053,S021,6,0.0,163457.82,144096.0,19361.82,0.11845147573851161,11,November,2025Q4
O002824,2025-11-17,C0751,P0034,S021,3,0.15,32834.06,30688.56,2145.5,0.0653437314788363,11,November,2025Q4
O002926,2025-11-17,C0846,P0061,S013,1,0.0,24815.16,19885.82,4929.34,0.19864228157303843,11,November,2025Q4
O003557,2025-11-17,C0676,P0009,S012,2,0.1,60774.71,54534.94,6239.77,0.10267050225332215,11,November,2025Q4
O004739,2025-11-17,C0561,P0120,S008,6,0.05,69843.07,59334.48,10508.59,0.1504600241656044,11,November,2025Q4
O004925,2025-11-17,C0142,P0041,S001,7,0.15,220676.22,178867.92,41808.3,0.1894553930641009,11,November,2025Q4
O005131,2025-11-17,C0083,P0075,S008,6,0.0,210429.72,158839.74,51589.98,0.24516489400831784,11,November,2025Q4
O005179,2025-11-17,C0071,P0069,S023,3,0.0,19685.7,17280.51,2405.19,0.12217955165424649,11,November,2025Q4
O005215,2025-11-17,C0688,P0014,S012,3,0.05,79311.4,56989.44,22321.96,0.2814470555304786,11,November,2025Q4
O005512,2025-11-17,C0948,P0088,S005,6,0.2,163960.99,140582.58,23378.41,0.14258519663732208,11,November,2025Q4
O005913,2025-11-17,C0414,P0045,S007,7,0.2,43725.64,36421.35,7304.29,0.1670482124446892,11,November,2025Q4
O000521,2025-11-16,C0028,P0037,S016,2,0.0,73927.92,53420.18,20507.74,0.27740182599483393,11,November,2025Q4
O000755,2025-11-16,C0761,P0012,S023,2,0.15,4253.26,4034.36,218.9,0.05146640459318264,11,November,2025Q4
O000947,2025-11-16,C0681,P0080,S014,7,0.0,138607.63,89715.99,48891.64,0.352734117162237,11,November,2025Q4
O001834,2025-11-16,C0480,P0077,S006,2,0.05,75206.5,54067.12,21139.38,0.2810844807297242,11,November,2025Q4
O002290,2025-11-16,C0423,P0007,S007,4,0.05,71304.19,52432.24,18871.95,0.2646681772838314,11,November,2025Q4
O002311,2025-11-16,C0308,P0087,S013,3,0.0,104243.4,68398.95,35844.45,0.34385342381388173,11,November,2025Q4
O002702,2025-11-16,C0831,P0005,S021,6,0.0,240730.8,163027.92,77702.88,0.32277913752623266,11,November,2025Q4
O004900,2025-11-16,C0062,P0020,S005,4,0.0,184585.04,119953.0,64632.04,0.35014776928834535,11,November,2025Q4
O004965,2025-11-16,C0655,P0002,S004,7,0.15,157812.68,132880.09,24932.59,0.1579885089081562,11,November,2025Q4
O005961,2025-11-16,C0582,P0042,S006,3,0.05,20152.32,16878.12,3274.2,0.16247260861280488,11,November,2025Q4
O000419,2025-11-15,C0784,P0033,S001,8,0.1,214368.19,169561.84,44806.35,0.209015852585218,11,November,2025Q4
O000886,2025-11-15,C0213,P0037,S023,2,0.2,59142.34,53420.18,5722.16,0.09675234358329414,11,November,2025Q4
O001701,2025-11-15,C0445,P0111,S014,1,0.0,26301.13,19617.3,6683.83,0.25412710404457906,11,November,2025Q4
O002411,2025-11-15,C0289,P0035,S018,6,0.15,212067.08,170826.42,41240.66,0.19446988188831574,11,November,2025Q4
O002604,2025-11-15,C0335,P0037,S012,1,0.15,31419.37,26710.09,4709.28,0.1498846093985971,11,November,2025Q4
O002894,2025-11-15,C0717,P0003,S018,8,0.0,93022.4,63302.88,29719.52,0.3194877792875695,11,November,2025Q4
O003474,2025-11-15,C0953,P0053,S005,4,0.2,87177.5,96064.0,-8886.5,-0.10193570588741362,11,November,2025Q4
O003564,2025-11-15,C0888,P0084,S016,2,0.0,47511.26,31373.42,16137.84,0.33966348187776957,11,November,2025Q4
O004578,2025-11-15,C0775,P0036,S006,8,0.1,98997.48,77240.4,21757.08,0.219774079097771,11,November,2025Q4
O004585,2025-11-15,C0562,P0076,S001,7,0.0,270758.18,189719.32,81038.86,0.29930345964062843,11,November,2025Q4
O004725,2025-11-15,C0484,P0107,S008,6,0.1,121349.29,106134.18,15215.11,0.1253827690297982,11,November,2025Q4
O005405,2025-11-15,C0827,P0080,S002,5,0.2,79204.36,64082.85,15121.51,0.1909176464527963,11,November,2025Q4
O005733,2025-11-15,C0919,P0060,S017,8,0.0,240050.64,167811.68,72238.96,0.3009321699788011,11,November,2025Q4
O000483,2025-11-14,C0250,P0071,S006,8,0.1,48073.03,37629.52,10443.51,0.217242599436732,11,November,2025Q4
O000635,2025-11-14,C0377,P0103,S022,2,0.0,20098.98,15269.62,4829.36,0.2402788599222448,11,November,2025Q4
O001012,2025-11-14,C0450,P0098,S004,8,0.15,137465.06,106905.2,30559.86,0.2223100182693697,11,November,2025Q4
O001470,2025-11-14,C0961,P0119,S004,2,0.0,7852.04,6843.04,1009.0,0.1285016377909435,11,November,2025Q4
O002379,2025-11-14,C0495,P0072,S005,5,0.05,140185.18,100553.05,39632.13,0.28271269473706134,11,November,2025Q4
O002425,2025-11-14,C0052,P0110,S001,5,0.0,179984.0,128709.55,51274.45,0.2848833785225353,11,November,2025Q4
O002857,2025-11-14,C0697,P0028,S013,6,0.15,44161.36,42793.08,1368.28,0.030983647242747957,11,November,2025Q4
O003006,2025-11-14,C0908,P0028,S014,8,0.2,55418.18,57057.44,-1639.26,-0.02957982380511233,11,November,2025Q4
O003029,2025-11-14,C0734,P0063,S005,8,0.2,13095.3,14593.92,-1498.62,-0.11443953174039541,11,November,2025Q4
O003256,2025-11-14,C0752,P0105,S003,8,0.1,131377.46,96231.04,35146.42,0.26752245019807813,11,November,2025Q4
O003375,2025-11-14,C0380,P0118,S008,6,0.05,153524.77,116944.8,36579.97,0.23826754470956057,11,November,2025Q4
O003457,2025-11-14,C0397,P0051,S006,3,0.15,10897.96,9667.71,1230.25,0.11288810015819475,11,November,2025Q4
O003595,2025-11-14,C0871,P0072,S019,6,0.15,150514.62,120663.66,29850.96,0.19832598321677988,11,November,2025Q4
O004159,2025-11-14,C0034,P0036,S009,1,0.15,11687.2,9655.05,2032.15,0.17387825997672668,11,November,2025Q4
O004221,2025-11-14,C0182,P0018,S006,5,0.1,7092.72,5366.2,1726.52,0.24342142365693273,11,November,2025Q4
O005237,2025-11-14,C0548,P0085,S004,1,0.1,22712.57,18767.13,3945.44,0.17371173759728645,11,November,2025Q4
O005306,2025-11-14,C0968,P0018,S018,6,0.05,8984.11,6439.44,2544.67,0.28324118916620566,11,November,2025Q4
O005544,2025-11-14,C0682,P0041,S005,4,0.0,148353.76,102210.24,46143.52,0.3110370778603791,11,November,2025Q4
O005765,2025-11-14,C0505,P0077,S005,1,0.2,31665.9,27033.56,4632.34,0.14628796276120368,11,November,2025Q4
O000033,2025-11-13,C0121,P0037,S004,2,0.1,66535.13,53420.18,13114.95,0.1971131641284837,11,November,2025Q4
O000574,2025-11-13,C0047,P0032,S023,3,0.0,113657.04,76275.39,37381.65,0.32889867622806296,11,November,2025Q4
O000892,2025-11-13,C0233,P0016,S018,4,0.1,51295.61,41808.88,9486.73,0.18494233717076372,11,November,2025Q4
O000952,2025-11-13,C0555,P0074,S025,1,0.15,14547.76,12675.24,1872.52,0.12871534861724415,11,November,2025Q4
O001332,2025-11-13,C0352,P0039,S024,8,0.0,220137.6,176584.4,43553.2,0.19784534763711423,11,November,2025Q4
O001489,2025-11-13,C0725,P0070,S003,7,0.0,83387.99,56345.38,27042.61,0.324298619021756,11,November,2025Q4
O001535,2025-11-13,C0106,P0004,S008,1,0.0,8516.58,6092.96,2423.62,0.28457667279588755,11,November,2025Q4
O001643,2025-11-13,C0850,P0052,S003,1,0.0,27742.33,22795.66,4946.67,0.17830766197359774,11,November,2025Q4
O001658,2025-11-13,C0922,P0072,S005,2,0.1,53122.81,40221.22,12901.59,0.24286347051294915,11,November,2025Q4
O001665,2025-11-13,C0059,P0070,S023,2,0.15,20251.37,16098.68,4152.69,0.20505723810290363,11,November,2025Q4
O001714,2025-11-13,C0672,P0007,S008,2,0.2,30022.82,26216.12,3806.7,0.126793552371163,11,November,2025Q4
O002005,2025-11-13,C0922,P0022,S012,3,0.15,68268.19,52066.86,16201.33,0.23731887428097917,11,November,2025Q4
O002098,2025-11-13,C0425,P0106,S006,7,0.0,108792.46,79096.57,29695.89,0.272959081906963,11,November,2025Q4
O002178,2025-11-13,C0713,P0010,S007,2,0.0,3417.24,2465.1,952.14,0.2786283667521158,11,November,2025Q4
O002365,2025-11-13,C0440,P0079,S004,3,0.15,109169.96,87511.53,21658.43,0.1983918469879443,11,November,2025Q4
O002778,2025-11-13,C0138,P0005,S004,4,0.05,152462.84,108685.28,43777.56,0.2871359342381396,11,November,2025Q4
O002891,2025-11-13,C0812,P0110,S007,3,0.0,107990.4,77225.73,30764.67,0.2848833785225353,11,November,2025Q4
O003754,2025-11-13,C0406,P0063,S001,1,0.15,1739.22,1824.24,-85.02,-0.04888398247490254,11,November,2025Q4
O003972,2025-11-13,C0046,P0050,S001,6,0.05,108907.11,89363.04,19544.07,0.17945632750699197,11,November,2025Q4
O004199,2025-11-13,C0966,P0008,S006,6,0.1,81686.66,69632.04,12054.62,0.14757146393303386,11,November,2025Q4
O004232,2025-11-13,C0266,P0037,S023,2,0.1,66535.13,53420.18,13114.95,0.1971131641284837,11,November,2025Q4
O004480,2025-11-13,C0881,P0076,S021,3,0.05,110237.26,81308.28,28928.98,0.26242470104935484,11,November,2025Q4
O004627,2025-11-13,C0458,P0069,S002,3,0.0,19685.7,17280.51,2405.19,0.12217955165424649,11,November,2025Q4
O005170,2025-11-13,C0861,P0094,S003,6,0.0,90029.52,61610.46,28419.06,0.31566379560837377,11,November,2025Q4
O005489,2025-11-13,C0505,P0055,S009,6,0.0,190225.14,159962.1,30263.04,0.1590906438549605,11,November,2025Q4
O005912,2025-11-13,C0712,P0103,S019,3,0.1,27133.62,22904.43,4229.19,0.155865306582756,11,November,2025Q4
O000359,2025-11-12,C0842,P0103,S015,3,0.1,27133.62,22904.43,4229.19,0.155865306582756,11,November,2025Q4
O000493,2025-11-12,C0592,P0058,S007,4,0.2,107794.3,113139.12,-5344.82,-0.04958351230074317,11,November,2025Q4
O000523,2025-11-12,C0288,P0036,S009,1,0.2,10999.72,9655.05,1344.67,0.12224583898499236,11,November,2025Q4
O000596,2025-11-12,C0825,P0114,S025,8,0.0,324153.36,232138.64,92014.72,0.2838616881836425,11,November,2025Q4
O001707,2025-11-12,C0281,P0047,S009,5,0.2,2611.96,2697.95,-85.99,-0.032921637391077965,11,November,2025Q4
O002609,2025-11-12,C0394,P0036,S013,4,0.0,54998.6,38620.2,16378.4,0.29779667118799386,11,November,2025Q4
O002973,2025-11-12,C0463,P0036,S013,2,0.15,23374.4,19310.1,4064.3,0.17387825997672668,11,November,2025Q4
O003723,2025-11-12,C0176,P0085,S025,1,0.0,25236.19,18767.13,6469.06,0.25634059657975317,11,November,2025Q4
O003911,2025-11-12,C0317,P0013,S021,3,0.0,27654.66,18431.52,9223.14,0.33351124186665104,11,November,2025Q4
O003927,2025-11-12,C0473,P0012,S007,1,0.2,2001.54,2017.18,-15.64,-0.00781398323291066,11,November,2025Q4
O003941,2025-11-12,C0024,P0027,S022,3,0.1,33813.07,28229.34,5583.73,0.16513525686960692,11,November,2025Q4
O004241,2025-11-12,C0579,P0025,S006,5,0.2,5915.56,5202.8,712.76,0.12048901541020629,11,November,2025Q4
O004288,2025-11-12,C0083,P0087,S019,3,0.1,93819.06,68398.95,25420.11,0.27094824868209083,11,November,2025Q4
O004359,2025-11-12,C0742,P0096,S003,5,0.2,25882.64,21023.45,4859.19,0.18773934961812241,11,November,2025Q4
O004374,2025-11-12,C0419,P0053,S004,7,0.15,162095.67,168112.0,-6016.33,-0.037115920493126064,11,November,2025Q4
O004485,2025-11-12,C0194,P0030,S025,3,0.15,31587.64,31063.86,523.78,0.016581802249234192,11,November,2025Q4
O005422,2025-11-12,C0910,P0095,S014,6,0.15,192258.78,151900.98,40357.8,0.2099139503537888,11,November,2025Q4
O000015,2025-11-11,C0445,P0082,S014,7,0.1,87807.01,68099.71,19707.3,0.2244388005012356,11,November,2025Q4
O000436,2025-11-11,C0577,P0064,S017,8,0.1,247503.6,198017.12,49486.48,0.19994246548333036,11,November,2025Q4
O000553,2025-11-11,C0659,P0014,S015,5,0.0,139142.8,94982.4,44160.4,0.3173746683263525,11,November,2025Q4
O000752,2025-11-11,C0307,P0047,S014,4,0.1,2350.76,2158.36,192.4,0.08184587112253058,11,November,2025Q4
O001844,2025-11-11,C0151,P0019,S006,8,0.0,257134.72,194383.12,62751.6,0.2440417225647318,11,November,2025Q4
O001867,2025-11-11,C0756,P0003,S011,6,0.2,55813.44,47477.16,8336.28,0.1493597241094618,11,November,2025Q4
O002113,2025-11-11,C0108,P0032,S008,5,0.0,189428.4,127125.65,62302.75,0.32889867622806296,11,November,2025Q4
O002207,2025-11-11,C0066,P0068,S014,3,0.2,47255.35,49244.88,-1989.53,-0.04210168795702497,11,November,2025Q4
O002477,2025-11-11,C0421,P0013,S001,3,0.15,23506.46,18431.52,5074.94,0.2158955453096723,11,November,2025Q4
O003677,2025-11-11,C0700,P0049,S025,6,0.0,100745.82,70205.58,30540.24,0.3031415099901911,11,November,2025Q4
O003805,2025-11-11,C0087,P0058,S003,1,0.05,32001.43,28284.78,3716.65,0.1161401224882763,11,November,2025Q4
