Customer_ID,Customer_Name,Gender,Age,City,State,Region,Customer_Segment,Region_Clean
C0374,Customer 0374,Other,41,Kochi,Kerala,South,Corporate,South
C0375,Customer 0375,Other,39,Kochi,Kerala,South,Corporate,South
C0376,Customer 0376,Other,48,Ahmedabad,Gujarat,West,Consumer,West
C0377,Customer 0377,Other,62,Chennai,Tamil Nadu,South,Small Business,South
C0378,Customer 0378,Female,49,Mumbai,Maharashtra,West,Consumer,West
C0379,Customer 0379,Female,50,Jaipur,Rajasthan,North,Corporate,North
C0380,Customer 0380,Other,27,Jaipur,Rajasthan,North,Corporate,North
C0381,Customer 0381,Female,63,Jaipur,Rajasthan,North,Corporate,North
C0382,Customer 0382,Male,64,Delhi,Delhi,North,Corporate,North
C0383,Customer 0383,Male,26,Chennai,Tamil Nadu,South,Consumer,South
C0384,Customer 0384,Male,44,Jaipur,Rajasthan,North,Consumer,North
C0385,Customer 0385,Male,58,Ahmedabad,Gujarat,West,Small Business,West
C0386,Customer 0386,Female,63,Ahmedabad,Gujarat,West,Consumer,West
C0387,Customer 0387,Female,63,Jaipur,Rajasthan,North,Corporate,North
C0388,Customer 0388,Female,59,Bengaluru,Karnataka,South,Corporate,South
C0389,Customer 0389,Male,57,Delhi,Delhi,North,Small Business,North
C0390,Customer 0390,Male,63,Mumbai,Maharashtra,West,Corporate,West
C0391,Customer 0391,Male,43,Mumbai,Maharashtra,West,Small Business,West
C0392,Customer 0392,Male,38,Delhi,Delhi,North,Small Business,North
C0393,Customer 0393,Female,56,Mumbai,Maharashtra,West,Small Business,West
C0394,Customer 0394,Other,62,Kochi,Kerala,South,Small Business,South
C0395,Customer 0395,Other,63,Bengaluru,Karnataka,South,Small Business,South
C0396,Customer 0396,Male,32,Pune,Maharashtra,West,Corporate,West
C0397,Customer 0397,Female,43,Pune,Maharashtra,West,Consumer,West
C0398,Customer 0398,Male,57,Hyderabad,Telangana,South,Small Business,South
C0399,Customer 0399,Male,30,Jaipur,Rajasthan,North,Small Business,North
C0400,Customer 0400,Male,54,Bengaluru,Karnataka,South,Consumer,South
C0401,Customer 0401,Female,50,Jaipur,Rajasthan,North,Corporate,North
C0402,Customer 0402,Female,40,Hyderabad,Telangana,South,Small Business,South
C0403,Customer 0403,Other,59,Delhi,Delhi,North,Consumer,North
C0404,Customer 0404,Male,31,Bengaluru,Karnataka,South,Small Business,South
C0405,Customer 0405,Other,26,Bengaluru,Karnataka,South,Corporate,South
C0406,Customer 0406,Other,48,Kolkata,West Bengal,East,Corporate,East
C0407,Customer 0407,Female,47,Kochi,Kerala,South,Corporate,South
C0408,Customer 0408,Other,28,Mumbai,Maharashtra,West,Corporate,West
C0409,Customer 0409,Male,39,Jaipur,Rajasthan,North,Small Business,North
C0410,Customer 0410,Female,54,Kochi,Kerala,South,Small Business,South
C0411,Customer 0411,Male,35,Pune,Maharashtra,West,Corporate,West
C0412,Customer 0412,Male,21,Kochi,Kerala,South,Consumer,South
C0413,Customer 0413,Male,29,Pune,Maharashtra,West,Corporate,West
C0414,Customer 0414,Female,28,Pune,Maharashtra,West,Consumer,West
C0415,Customer 0415,Other,48,Kolkata,West Bengal,East,Consumer,East
C0416,Customer 0416,Female,55,Hyderabad,Telangana,South,Small Business,South
C0417,Customer 0417,Other,56,Mumbai,Maharashtra,West,Small Business,West
C0418,Customer 0418,Male,46,Delhi,Delhi,North,Small Business,North
C0419,Customer 0419,Female,22,Bengaluru,Karnataka,South,Corporate,South
C0420,Customer 0420,Female,57,Chennai,Tamil Nadu,South,Corporate,South
C0421,Customer 0421,Female,61,Kochi,Kerala,South,Corporate,South
C0422,Customer 0422,Male,46,Pune,Maharashtra,West,Consumer,West
C0423,Customer 0423,Male,60,Delhi,Delhi,North,Corporate,North
C0424,Customer 0424,Male,48,Delhi,Delhi,North,Consumer,North
C0425,Customer 0425,Female,58,Mumbai,Maharashtra,West,Corporate,West
C0426,Customer 0426,Male,46,Ahmedabad,Gujarat,West,Corporate,West
C0427,Customer 0427,Male,42,Delhi,Delhi,North,Consumer,North
C0428,Customer 0428,Other,61,Chennai,Tamil Nadu,South,Consumer,South
C0429,Customer 0429,Other,33,Ahmedabad,Gujarat,West,Corporate,West
C0430,Customer 0430,Other,62,Delhi,Delhi,North,Consumer,North
C0431,Customer 0431,Male,30,Mumbai,Maharashtra,West,Corporate,West
C0432,Customer 0432,Male,59,Mumbai,Maharashtra,West,Consumer,West
C0433,Customer 0433,Male,61,Chennai,Tamil Nadu,South,Corporate,South
C0434,Customer 0434,Other,58,Kolkata,West Bengal,East,Corporate,East
C0435,Customer 0435,Other,61,Kochi,Kerala,South,Small Business,South
C0436,Customer 0436,Other,41,Delhi,Delhi,North,Consumer,North
C0437,Customer 0437,Male,51,Kolkata,West Bengal,East,Corporate,East
C0438,Customer 0438,Female,58,Pune,Maharashtra,West,Consumer,West
C0439,Customer 0439,Other,25,Delhi,Delhi,North,Corporate,North
C0440,Customer 0440,Female,23,Kolkata,West Bengal,East,Consumer,East
C0441,Customer 0441,Female,25,Delhi,Delhi,North,Small Business,North
C0442,Customer 0442,Other,59,Chennai,Tamil Nadu,South,Small Business,South
C0443,Customer 0443,Female,58,Jaipur,Rajasthan,North,Small Business,North
C0444,Customer 0444,Female,57,Bengaluru,Karnataka,South,Small Business,South
C0445,Customer 0445,Female,59,Mumbai,Maharashtra,West,Corporate,West
C0446,Customer 0446,Male,24,Ahmedabad,Gujarat,West,Corporate,West
C0447,Customer 0447,Female,26,Chennai,Tamil Nadu,South,Small Business,South
C0448,Customer 0448,Male,36,Hyderabad,Telangana,South,Small Business,South
C0449,Customer 0449,Female,54,Kolkata,West Bengal,East,Small Business,East
C0450,Customer 0450,Male,44,Kochi,Kerala,South,Corporate,South
C0451,Customer 0451,Female,47,Pune,Maharashtra,West,Corporate,West
C0452,Customer 0452,Male,61,Kochi,Kerala,South,Small Business,South
C0453,Customer 0453,Male,42,Delhi,Delhi,North,Consumer,North
C0454,Customer 0454,Other,45,Ahmedabad,Gujarat,West,Corporate,West
C0455,Customer 0455,Other,63,Pune,Maharashtra,West,Small Business,West
C0456,Customer 0456,Female,26,Hyderabad,Telangana,South,Small Business,South
C0457,Customer 0457,Female,40,Hyderabad,Telangana,South,Small Business,South
C0458,Customer 0458,Male,59,Jaipur,Rajasthan,North,Small Business,North
C0459,Customer 0459,Female,56,Chennai,Tamil Nadu,South,Corporate,South
C0460,Customer 0460,Male,63,Delhi,Delhi,North,Small Business,North
C0461,Customer 0461,Male,62,Ahmedabad,Gujarat,West,Small Business,West
C0462,Customer 0462,Other,44,Jaipur,Rajasthan,North,Consumer,North
C0463,Customer 0463,Female,32,Delhi,Delhi,North,Consumer,North
C0464,Customer 0464,Female,33,Delhi,Delhi,North,Consumer,North
C0465,Customer 0465,Male,25,Hyderabad,Telangana,South,Corporate,South
C0466,Customer 0466,Other,55,Chennai,Tamil Nadu,South,Small Business,South
C0467,Customer 0467,Male,63,Ahmedabad,Gujarat,West,Corporate,West
C0468,Customer 0468,Male,59,Kochi,Kerala,South,Corporate,South
C0469,Customer 0469,Male,32,Hyderabad,Telangana,South,Small Business,South
C0470,Customer 0470,Male,49,Kochi,Kerala,South,Consumer,South
C0471,Customer 0471,Female,64,Jaipur,Rajasthan,North,Small Business,North
C0472,Customer 0472,Female,60,Mumbai,Maharashtra,West,Corporate,West
C0473,Customer 0473,Male,55,Kolkata,West Bengal,East,Consumer,East
C0474,Customer 0474,Female,33,Pune,Maharashtra,West,Corporate,West
C0475,Customer 0475,Female,50,Kochi,Kerala,South,Corporate,South
C0476,Customer 0476,Other,54,Jaipur,Rajasthan,North,Corporate,North
C0477,Customer 0477,Male,59,Hyderabad,Telangana,South,Consumer,South
C0478,Customer 0478,Male,62,Pune,Maharashtra,West,Corporate,West
C0479,Customer 0479,Other,27,Delhi,Delhi,North,Small Business,North
C0480,Customer 0480,Male,39,Ahmedabad,Gujarat,West,Consumer,West
C0481,Customer 0481,Female,49,Hyderabad,Telangana,South,Small Business,South
C0482,Customer 0482,Female,26,Hyderabad,Telangana,South,Consumer,South
C0483,Customer 0483,Female,22,Kolkata,West Bengal,East,Corporate,East
C0484,Customer 0484,Female,53,Bengaluru,Karnataka,South,Corporate,South
C0485,Customer 0485,Female,26,Mumbai,Maharashtra,West,Corporate,West
C0486,Customer 0486,Male,41,Mumbai,Maharashtra,West,Consumer,West
C0487,Customer 0487,Male,29,Delhi,Delhi,North,Consumer,North
C0488,Customer 0488,Female,65,Pune,Maharashtra,West,Consumer,West
C0489,Customer 0489,Female,60,Kolkata,West Bengal,East,Consumer,East
C0490,Customer 0490,Male,37,Chennai,Tamil Nadu,South,Consumer,South
C0491,Customer 0491,Other,59,Hyderabad,Telangana,South,Small Business,South
C0492,Customer 0492,Male,39,Jaipur,Rajasthan,North,Consumer,North
C0493,Customer 0493,Male,24,Pune,Maharashtra,West,Consumer,West
C0494,Customer 0494,Other,60,Jaipur,Rajasthan,North,Corporate,North
C0495,Customer 0495,Male,52,Chennai,Tamil Nadu,South,Small Business,South
C0496,Customer 0496,Male,61,Ahmedabad,Gujarat,West,Small Business,West
C0497,Customer 0497,Male,30,Kochi,Kerala,South,Corporate,South
C0498,Customer 0498,Male,60,Jaipur,Rajasthan,North,Corporate,North
C0499,Customer 0499,Other,47,Mumbai,Maharashtra,West,Consumer,West
C0500,Customer 0500,Other,44,Chennai,Tamil Nadu,South,Consumer,South
C0501,Customer 0501,Other,53,Ahmedabad,Gujarat,West,Small Business,West
C0502,Customer 0502,Male,45,Ahmedabad,Gujarat,West,Corporate,West
C0503,Customer 0503,Other,45,Bengaluru,Karnataka,South,Corporate,South
C0504,Customer 0504,Other,22,Pune,Maharashtra,West,Corporate,West
C0505,Customer 0505,Female,36,Chennai,Tamil Nadu,South,Small Business,South
C0506,Customer 0506,Other,42,Chennai,Tamil Nadu,South,Consumer,South
C0507,Customer 0507,Female,55,Bengaluru,Karnataka,South,Corporate,South
C0508,Customer 0508,Other,50,Hyderabad,Telangana,South,Small Business,South
C0509,Customer 0509,Other,32,Kolkata,West Bengal,East,Consumer,East
C0510,Customer 0510,Other,50,Chennai,Tamil Nadu,South,Consumer,South
C0511,Customer 0511,Male,23,Pune,Maharashtra,West,Consumer,West
C0512,Customer 0512,Female,40,Bengaluru,Karnataka,South,Small Business,South
C0513,Customer 0513,Other,51,Jaipur,Rajasthan,North,Corporate,North
C0514,Customer 0514,Other,33,Bengaluru,Karnataka,South,Corporate,South
C0515,Customer 0515,Male,62,Delhi,Delhi,North,Corporate,North
C0516,Customer 0516,Male,44,Pune,Maharashtra,West,Corporate,West
C0517,Customer 0517,Other,49,Jaipur,Rajasthan,North,Corporate,North
C0518,Customer 0518,Male,52,Delhi,Delhi,North,Small Business,North
C0519,Customer 0519,Female,54,Kolkata,West Bengal,East,Corporate,East
C0520,Customer 0520,Other,48,Chennai,Tamil Nadu,South,Consumer,South
C0521,Customer 0521,Other,32,Jaipur,Rajasthan,North,Small Business,North
C0522,Customer 0522,Female,27,Pune,Maharashtra,West,Consumer,West
C0523,Customer 0523,Other,39,Delhi,Delhi,North,Corporate,North
C0524,Customer 0524,Other,48,Kolkata,West Bengal,East,Consumer,East
C0525,Customer 0525,Female,49,Kolkata,West Bengal,East,Consumer,East
C0526,Customer 0526,Other,48,Delhi,Delhi,North,Corporate,North
C0527,Customer 0527,Male,63,Bengaluru,Karnataka,South,Small Business,South
C0528,Customer 0528,Female,53,Jaipur,Rajasthan,North,Small Business,North
C0529,Customer 0529,Male,30,Hyderabad,Telangana,South,Small Business,South
C0530,Customer 0530,Male,29,Kolkata,West Bengal,East,Consumer,East
C0531,Customer 0531,Other,44,Mumbai,Maharashtra,West,Corporate,West
C0532,Customer 0532,Other,23,Jaipur,Rajasthan,North,Small Business,North
C0533,Customer 0533,Other,49,Hyderabad,Telangana,South,Corporate,South
C0534,Customer 0534,Female,25,Delhi,Delhi,North,Small Business,North
C0535,Customer 0535,Other,44,Hyderabad,Telangana,South,Corporate,South
C0536,Customer 0536,Other,38,Delhi,Delhi,North,Consumer,North
C0537,Customer 0537,Male,32,Chennai,Tamil Nadu,South,Corporate,South
C0538,Customer 0538,Female,56,Ahmedabad,Gujarat,West,Consumer,West
C0539,Customer 0539,Female,49,Pune,Maharashtra,West,Consumer,West
C0540,Customer 0540,Female,65,Kochi,Kerala,South,Corporate,South
C0541,Customer 0541,Male,29,Mumbai,Maharashtra,West,Consumer,West
C0542,Customer 0542,Male,49,Kolkata,West Bengal,East,Consumer,East
C0543,Customer 0543,Other,43,Delhi,Delhi,North,Small Business,North
C0544,Customer 0544,Other,55,Chennai,Tamil Nadu,South,Corporate,South
C0545,Customer 0545,Male,65,Pune,Maharashtra,West,Small Business,West
C0546,Customer 0546,Female,53,Hyderabad,Telangana,South,Consumer,South
C0547,Customer 0547,Male,29,Chennai,Tamil Nadu,South,Consumer,South
C0548,Customer 0548,Male,44,Kolkata,West Bengal,East,Small Business,East
C0549,Customer 0549,Female,50,Kochi,Kerala,South,Small Business,South
C0550,Customer 0550,Other,26,Hyderabad,Telangana,South,Consumer,South
C0551,Customer 0551,Female,51,Pune,Maharashtra,West,Small Business,West
C0552,Customer 0552,Female,57,Jaipur,Rajasthan,North,Consumer,North
C0553,Customer 0553,Female,62,Hyderabad,Telangana,South,Consumer,South
C0554,Customer 0554,Female,64,Kolkata,West Bengal,East,Small Business,East
C0555,Customer 0555,Male,56,Delhi,Delhi,North,Small Business,North
C0556,Customer 0556,Male,29,Kochi,Kerala,South,Corporate,South
C0557,Customer 0557,Male,28,Ahmedabad,Gujarat,West,Small Business,West
C0558,Customer 0558,Female,31,Hyderabad,Telangana,South,Consumer,South
C0559,Customer 0559,Other,35,Delhi,Delhi,North,Corporate,North
C0560,Customer 0560,Female,26,Ahmedabad,Gujarat,West,Corporate,West
C0561,Customer 0561,Other,56,Mumbai,Maharashtra,West,Corporate,West
C0562,Customer 0562,Other,40,Hyderabad,Telangana,South,Small Business,South
C0563,Customer 0563,Male,53,Ahmedabad,Gujarat,West,Small Business,West
C0564,Customer 0564,Other,58,Hyderabad,Telangana,South,Consumer,South
C0565,Customer 0565,Other,60,Hyderabad,Telangana,South,Small Business,South
C0566,Customer 0566,Female,57,Kochi,Kerala,South,Consumer,South
C0567,Customer 0567,Male,23,Bengaluru,Karnataka,South,Small Business,South
C0568,Customer 0568,Female,62,Kochi,Kerala,South,Consumer,South
C0569,Customer 0569,Female,60,Kochi,Kerala,South,Small Business,South
C0570,Customer 0570,Female,61,Bengaluru,Karnataka,South,Small Business,South
C0571,Customer 0571,Other,40,Pune,Maharashtra,West,Corporate,West
C0572,Customer 0572,Other,46,Mumbai,Maharashtra,West,Corporate,West
C0573,Customer 0573,Male,65,Kolkata,West Bengal,East,Consumer,East
C0574,Customer 0574,Female,47,Hyderabad,Telangana,South,Corporate,South
C0575,Customer 0575,Male,42,Kolkata,West Bengal,East,Small Business,East
C0576,Customer 0576,Female,41,Hyderabad,Telangana,South,Small Business,South
C0577,Customer 0577,Female,29,Delhi,Delhi,North,Corporate,North
C0578,Customer 0578,Other,27,Ahmedabad,Gujarat,West,Corporate,West
C0579,Customer 0579,Female,28,Mumbai,Maharashtra,West,Corporate,West
C0580,Customer 0580,Male,30,Kolkata,West Bengal,East,Consumer,East
C0581,Customer 0581,Female,45,Bengaluru,Karnataka,South,Small Business,South
C0582,Customer 0582,Male,31,Jaipur,Rajasthan,North,Corporate,North
C0583,Customer 0583,Other,41,Kochi,Kerala,South,Consumer,South
C0584,Customer 0584,Female,53,Hyderabad,Telangana,South,Corporate,South
C0585,Customer 0585,Female,52,Kolkata,West Bengal,East,Consumer,East
C0586,Customer 0586,Female,53,Chennai,Tamil Nadu,South,Corporate,South
C0587,Customer 0587,Male,58,Mumbai,Maharashtra,West,Corporate,West
C0588,Customer 0588,Male,39,Bengaluru,Karnataka,South,Corporate,South
C0589,Customer 0589,Other,64,Kochi,Kerala,South,Corporate,South
C0590,Customer 0590,Other,21,Pune,Maharashtra,West,Consumer,West
C0591,Customer 0591,Male,37,Jaipur,Rajasthan,North,Small Business,North
C0592,Customer 0592,Female,44,Delhi,Delhi,North,Consumer,North
C0593,Customer 0593,Male,57,Jaipur,Rajasthan,North,Small Business,North
C0594,Customer 0594,Female,56,Mumbai,Maharashtra,West,Corporate,West
C0595,Customer 0595,Female,53,Chennai,Tamil Nadu,South,Corporate,South
C0596,Customer 0596,Female,60,Ahmedabad,Gujarat,West,Small Business,West
C0597,Customer 0597,Male,29,Kochi,Kerala,South,Consumer,South
C0598,Customer 0598,Female,42,Jaipur,Rajasthan,North,Small Business,North
C0599,Customer 0599,Male,33,Delhi,Delhi,North,Small Business,North
C0600,Customer 0600,Female,53,Ahmedabad,Gujarat,West,Consumer,West
C0601,Customer 0601,Male,29,Bengaluru,Karnataka,South,Small Business,South
C0602,Customer 0602,Female,54,Delhi,Delhi,North,Corporate,North
C0603,Customer 0603,Other,53,Hyderabad,Telangana,South,Consumer,South
C0604,Customer 0604,Other,41,Delhi,Delhi,North,Consumer,North
C0605,Customer 0605,Other,40,Jaipur,Rajasthan,North,Small Business,North
C0606,Customer 0606,Other,53,Delhi,Delhi,North,Small Business,North
C0607,Customer 0607,Other,57,Kolkata,West Bengal,East,Corporate,East
C0608,Customer 0608,Male,44,Kolkata,West Bengal,East,Corporate,East
C0609,Customer 0609,Female,58,Chennai,Tamil Nadu,South,Corporate,South
C0610,Customer 0610,Other,51,Bengaluru,Karnataka,South,Corporate,South
C0611,Customer 0611,Other,35,Kochi,Kerala,South,Small Business,South
C0612,Customer 0612,Other,51,Bengaluru,Karnataka,South,Consumer,South
C0613,Customer 0613,Other,60,Ahmedabad,Gujarat,West,Corporate,West
C0614,Customer 0614,Other,36,Hyderabad,Telangana,South,Consumer,South
C0615,Customer 0615,Other,28,Kochi,Kerala,South,Consumer,South
C0616,Customer 0616,Female,41,Bengaluru,Karnataka,South,Corporate,South
C0617,Customer 0617,Female,65,Hyderabad,Telangana,South,Consumer,South
C0618,Customer 0618,Other,60,Jaipur,Rajasthan,North,Corporate,North
C0619,Customer 0619,Other,29,Bengaluru,Karnataka,South,Small Business,South
C0620,Customer 0620,Other,41,Mumbai,Maharashtra,West,Small Business,West
C0621,Customer 0621,Other,45,Kolkata,West Bengal,East,Corporate,East
C0622,Customer 0622,Female,55,Hyderabad,Telangana,South,Corporate,South
C0623,Customer 0623,Female,64,Ahmedabad,Gujarat,West,Small Business,West
C0624,Customer 0624,Other,51,Pune,Maharashtra,West,Consumer,West
C0625,Customer 0625,Female,56,Mumbai,Maharashtra,West,Corporate,West
C0626,Customer 0626,Female,39,Mumbai,Maharashtra,West,Small Business,West
C0627,Customer 0627,Other,52,Mumbai,Maharashtra,West,Corporate,West
C0628,Customer 0628,Female,56,Kolkata,West Bengal,East,Small Business,East
C0629,Customer 0629,Female,28,Pune,Maharashtra,West,Small Business,West
C0630,Customer 0630,Female,46,Ahmedabad,Gujarat,West,Corporate,West
C0631,Customer 0631,Female,23,Hyderabad,Telangana,South,Corporate,South
C0632,Customer 0632,Female,49,Chennai,Tamil Nadu,South,Small Business,South
C0633,Customer 0633,Other,51,Pune,Maharashtra,West,Consumer,West
C0634,Customer 0634,Other,38,Mumbai,Maharashtra,West,Small Business,West
C0635,Customer 0635,Male,27,Pune,Maharashtra,West,Small Business,West
C0636,Customer 0636,Male,36,Kochi,Kerala,South,Consumer,South
C0637,Customer 0637,Male,61,Ahmedabad,Gujarat,West,Consumer,West
C0638,Customer 0638,Male,47,Bengaluru,Karnataka,South,Corporate,South
C0639,Customer 0639,Male,64,Kolkata,West Bengal,East,Consumer,East
C0640,Customer 0640,Other,31,Bengaluru,Karnataka,South,Corporate,South
C0641,Customer 0641,Female,62,Kolkata,West Bengal,East,Consumer,East
C0642,Customer 0642,Female,39,Pune,Maharashtra,West,Small Business,West
C0643,Customer 0643,Male,62,Bengaluru,Karnataka,South,Small Business,South
C0644,Customer 0644,Other,23,Mumbai,Maharashtra,West,Consumer,West
C0645,Customer 0645,Male,23,Jaipur,Rajasthan,North,Corporate,North
C0646,Customer 0646,Male,39,Kolkata,West Bengal,East,Consumer,East
C0647,Customer 0647,Female,57,Bengaluru,Karnataka,South,Small Business,South
C0648,Customer 0648,Female,39,Chennai,Tamil Nadu,South,Corporate,South
C0649,Customer 0649,Other,52,Ahmedabad,Gujarat,West,Consumer,West
C0650,Customer 0650,Female,38,Ahmedabad,Gujarat,West,Consumer,West
C0651,Customer 0651,Female,31,Chennai,Tamil Nadu,South,Small Business,South
C0652,Customer 0652,Other,37,Kolkata,West Bengal,East,Small Business,East
C0653,Customer 0653,Male,42,Hyderabad,Telangana,South,Corporate,South
C0654,Customer 0654,Other,33,Kochi,Kerala,South,Consumer,South
C0655,Customer 0655,Other,46,Kochi,Kerala,South,Corporate,South
C0656,Customer 0656,Female,26,Ahmedabad,Gujarat,West,Corporate,West
C0657,Customer 0657,Male,29,Chennai,Tamil Nadu,South,Corporate,South
C0658,Customer 0658,Male,21,Delhi,Delhi,North,Corporate,North
C0659,Customer 0659,Male,49,Jaipur,Rajasthan,North,Corporate,North
C0660,Customer 0660,Female,58,Delhi,Delhi,North,Small Business,North
C0661,Customer 0661,Male,37,Kochi,Kerala,South,Small Business,South
C0662,Customer 0662,Other,36,Delhi,Delhi,North,Consumer,North
C0663,Customer 0663,Female,40,Chennai,Tamil Nadu,South,Consumer,South
C0664,Customer 0664,Other,53,Jaipur,Rajasthan,North,Small Business,North
C0665,Customer 0665,Other,28,Pune,Maharashtra,West,Small Business,West
C0666,Customer 0666,Female,60,Pune,Maharashtra,West,Consumer,West
C0667,Customer 0667,Male,51,Mumbai,Maharashtra,West,Consumer,West
C0668,Customer 0668,Other,59,Kolkata,West Bengal,East,Corporate,East
C0669,Customer 0669,Other,56,Jaipur,Rajasthan,North,Corporate,North
C0670,Customer 0670,Other,34,Ahmedabad,Gujarat,West,Consumer,West
C0671,Customer 0671,Male,54,Kochi,Kerala,South,Corporate,South
C0672,Customer 0672,Other,44,Ahmedabad,Gujarat,West,Consumer,West
C0673,Customer 0673,Male,24,Kochi,Kerala,South,Small Business,South
C0674,Customer 0674,Male,57,Ahmedabad,Gujarat,West,Small Business,West
C0675,Customer 0675,Male,41,Hyderabad,Telangana,South,Small Business,South
C0676,Customer 0676,Male,64,Kolkata,West Bengal,East,Consumer,East
C0677,Customer 0677,Female,26,Kochi,Kerala,South,Small Business,South
C0678,Customer 0678,Male,50,Kolkata,West Bengal,East,Consumer,East
C0679,Customer 0679,Female,50,Ahmedabad,Gujarat,West,Small Business,West
C0680,Customer 0680,Other,50,Bengaluru,Karnataka,South,Small Business,South
C0681,Customer 0681,Other,22,Pune,Maharashtra,West,Corporate,West
C0682,Customer 0682,Male,34,Pune,Maharashtra,West,Small Business,West
C0683,Customer 0683,Male,48,Chennai,Tamil Nadu,South,Corporate,South
C0684,Customer 0684,Other,24,Chennai,Tamil Nadu,South,Consumer,South
C0685,Customer 0685,Male,39,Kolkata,West Bengal,East,Corporate,East
C0686,Customer 0686,Male,62,Hyderabad,Telangana,South,Small Business,South
C0687,Customer 0687,Female,45,Jaipur,Rajasthan,North,Corporate,North
C0688,Customer 0688,Female,26,Jaipur,Rajasthan,North,Small Business,North
C0689,Customer 0689,Male,62,Ahmedabad,Gujarat,West,Corporate,West
C0690,Customer 0690,Male,55,Chennai,Tamil Nadu,South,Corporate,South
C0691,Customer 0691,Male,35,Ahmedabad,Gujarat,West,Consumer,West
C0692,Customer 0692,Female,50,Bengaluru,Karnataka,South,Small Business,South
C0693,Customer 0693,Female,55,Ahmedabad,Gujarat,West,Corporate,West
C0694,Customer 0694,Male,50,Mumbai,Maharashtra,West,Corporate,West
C0695,Customer 0695,Female,33,Hyderabad,Telangana,South,Small Business,South
C0696,Customer 0696,Male,63,Chennai,Tamil Nadu,South,Corporate,South
C0697,Customer 0697,Male,36,Kochi,Kerala,South,Consumer,South
C0698,Customer 0698,Male,59,Chennai,Tamil Nadu,South,Consumer,South
C0699,Customer 0699,Other,64,Kolkata,West Bengal,East,Small Business,East
C0700,Customer 0700,Male,23,Bengaluru,Karnataka,South,Corporate,South
C0701,Customer 0701,Male,55,Kolkata,West Bengal,East,Consumer,East
C0702,Customer 0702,Male,53,Bengaluru,Karnataka,South,Corporate,South
C0703,Customer 0703,Other,57,Mumbai,Maharashtra,West,Corporate,West
C0704,Customer 0704,Other,64,Kochi,Kerala,South,Corporate,South
C0705,Customer 0705,Female,30,Mumbai,Maharashtra,West,Small Business,West
C0706,Customer 0706,Male,47,Ahmedabad,Gujarat,West,Corporate,West
C0707,Customer 0707,Male,56,Pune,Maharashtra,West,Small Business,West
C0708,Customer 0708,Other,64,Hyderabad,Telangana,South,Corporate,South
C0709,Customer 0709,Female,24,Ahmedabad,Gujarat,West,Corporate,West
C0710,Customer 0710,Other,41,Jaipur,Rajasthan,North,Small Business,North
C0711,Customer 0711,Female,30,Jaipur,Rajasthan,North,Corporate,North
C0712,Customer 0712,Male,55,Jaipur,Rajasthan,North,Corporate,North
C0713,Customer 0713,Male,40,Mumbai,Maharashtra,West,Small Business,West
C0714,Customer 0714,Female,24,Hyderabad,Telangana,South,Small Business,South
C0715,Customer 0715,Female,56,Jaipur,Rajasthan,North,Small Business,North
C0716,Customer 0716,Female,36,Hyderabad,Telangana,South,Corporate,South
C0717,Customer 0717,Female,62,Mumbai,Maharashtra,West,Consumer,West
C0718,Customer 0718,Female,26,Kolkata,West Bengal,East,Small Business,East
C0719,Customer 0719,Male,38,Mumbai,Maharashtra,West,Corporate,West
C0720,Customer 0720,Other,23,Kochi,Kerala,South,Consumer,South
C0721,Customer 0721,Other,63,Mumbai,Maharashtra,West,Small Business,West
C0722,Customer 0722,Female,34,Mumbai,Maharashtra,West,Corporate,West
C0723,Customer 0723,Male,34,Pune,Maharashtra,West,Consumer,West
C0724,Customer 0724,Other,51,Chennai,Tamil Nadu,South,Consumer,South
C0725,Customer 0725,Other,34,Kochi,Kerala,South,Corporate,South
C0726,Customer 0726,Other,41,Mumbai,Maharashtra,West,Corporate,West
C0727,Customer 0727,Female,55,Jaipur,Rajasthan,North,Small Business,North
C0728,Customer 0728,Female,37,Delhi,Delhi,North,Corporate,North
C0729,Customer 0729,Female,50,Ahmedabad,Gujarat,West,Consumer,West
C0730,Customer 0730,Female,34,Kolkata,West Bengal,East,Corporate,East
C0731,Customer 0731,Female,23,Delhi,Delhi,North,Small Business,North
C0732,Customer 0732,Other,30,Mumbai,Maharashtra,West,Consumer,West
C0733,Customer 0733,Other,58,Pune,Maharashtra,West,Small Business,West
C0734,Customer 0734,Female,30,Jaipur,Rajasthan,North,Consumer,North
C0735,Customer 0735,Male,45,Delhi,Delhi,North,Small Business,North
C0736,Customer 0736,Female,56,Mumbai,Maharashtra,West,Small Business,West
C0737,Customer 0737,Female,52,Delhi,Delhi,North,Small Business,North
C0738,Customer 0738,Female,31,Kolkata,West Bengal,East,Small Business,East
C0739,Customer 0739,Male,29,Delhi,Delhi,North,Small Business,North
C0740,Customer 0740,Female,32,Ahmedabad,Gujarat,West,Small Business,West
C0741,Customer 0741,Other,23,Bengaluru,Karnataka,South,Consumer,South
C0742,Customer 0742,Male,47,Bengaluru,Karnataka,South,Consumer,South
C0743,Customer 0743,Male,30,Mumbai,Maharashtra,West,Consumer,West
C0744,Customer 0744,Other,50,Mumbai,Maharashtra,West,Corporate,West
C0745,Customer 0745,Other,61,Bengaluru,Karnataka,South,Small Business,South
C0746,Customer 0746,Female,63,Kochi,Kerala,South,Corporate,South
C0747,Customer 0747,Male,55,Bengaluru,Karnataka,South,Small Business,South
C0748,Customer 0748,Male,22,Jaipur,Rajasthan,North,Small Business,North
